timestamp_us,class
21439206.477,1
21440434.002,1
21441665.627,1
21442893.274,1
21444547.124,1
21445778.646,1
21447057.422,1
21448265.148,1
21449787.029,1
21451013.919,1
21452261.955,1
21453456.204,1
21454274.050,1
21455530.142,1
21456758.703,1
21457998.703,1
21459111.430,1
21460365.593,1
21461580.387,1
21462816.511,1
21463694.833,1
21464905.601,1
21466170.710,1
21467372.304,1
21468578.949,1
21468935.298,1
21470173.639,1
21471403.458,1
21472636.271,1
21473778.421,1
21475009.560,1
21476236.979,1
21477486.589,1
21478686.536,1
21478927.931,1
21479149.294,1
21480379.629,1
21481608.701,1
21483699.264,1
21484535.265,1
21485764.652,1
21487006.017,1
21488231.848,1
21489414.254,1
21490645.439,1
21491871.610,1
21493098.384,1
21493850.658,1
21495080.623,1
21496320.797,1
21497559.826,1
21498773.984,1
21499612.923,1
21500841.918,1
21502098.921,1
21503310.418,1
21504034.088,1
21505331.292,1
21506555.733,1
21507779.029,1
21508939.889,1
21510256.749,1
21511493.610,1
21512728.153,1
21513958.193,1
21514233.476,1
21515025.266,1
21516265.212,1
21517492.817,1
21518731.832,1
21519493.216,1
